form,S_00,S_1,S_2,O_1,O_2,O_2_1,O_3,O_4,O_5,O_6,O_7_1,O_7_2,O_7_3,O_7_4,O_8,O_9,O_10,O_10_1,O_10_2,O_10_3,O_10_4,O_10_5,O_10_6,O_11,O_11_1,O_11_2,O_11_3,O_11_4,O_11_5,O_11_6,O_11_7,O_11_8,O_12,O_12c,O_13,O_13c,O_14,O_15,O_16_1,O_16_2,O_16_3,O_16_4,O_16_5,O_16_6,O_16_7,O_16_8,O_16_9,O_17,O_17_1,O_17_2,O_17_3,O_17_4,O_17_5,O_18,O_19,O_19_1,O_19_2,O_19_3,O_19_4,O_19_5,O_19_6,O_19_7,O_19_8,O_19_9,O_19_10,O_19_11,O_20,O_20_1,O_20_2,O_20_3,O_20_4,O_20_5,O_20_6,O_20_7,O_20_8,O_21,O_22,O_23,O_24,O_25_1,O_25_2,O_25_3,O_25_4,O_26_1,O_26_2,O_27,O_28,O_28_1,O_28_2,O_28_3,O_28_4,O_28_5,O_28_6,O_28_7,O_28_8,O_29,O_30,O_31,O_32,O_33_1,O_33_2,O_34_1,O_34_2,O_35,O_36_1,O_36_2,O_36_3,O_37_1,O_37_2,O_37_3,O_37_4,O_37_5,O_37_6,O_38_1,O_38_2,O_38_3,O_38_4,O_38_5,O_38_6,O_38_7,O_38_8,O_38_9,O_39,O_40,O_41,O_42,O_42_1,O_42_2,O_42_3,O_42_4,O_43_1,O_43_2,O_43_3,O_43_4,O_43_5,O_43_6,O_43_7,O_43_8,O_43_9,O_44_1,O_44_2,O_44_3,O_44_4,O_44_5,O_44_6,O_44_7,O_45,O_46,O_47,O_48,O_49,O_50,O_51,O_52,O_53,O_54,O_55,O_56,O_57,O_57c,O_58,O_59,O_60_1,O_60_2,O_60_3,O_60_4,O_60_5,O_60_6,O_60_7,O_60_8,O_60_9,O_60_10,O_61_1,O_61_2,O_61_3,O_61_4,O_61_5,O_62_2,O_62_1,O_62_3,O_62_4,O_62_5,O_62_6,O_63,O_64,O_65,O_66_0,O_66_1,O_66_2,O_66_3,O_66_4,O_66_5,O_66_6,O_66_7,O_66_7c,O_67,O_68,O_69,O_70_1,O_70_2,O_70_3,O_70_4,O_71_1,O_71_2,O_71_3,O_71_4,O_72_1,O_72_2,O_72_3,O_72_4,O_72_5,O_72_6,O_72_7,O_72_7c,O_73,O_74,O_75,O_76,O_77,O_78,O_79,O_80,O_81_1,O_81_2,O_81_3,O_81_4,O_81_5,O_81_6,O_81_7,O_82_1,O_82_2,O_82_3,O_82_4,O_82_5,O_82_6,O_82_7,O_83_1,O_83_2,O_84,O_85,O_86,O_87,O_88,O_88c,O_89,O_90
11,2,16,1016005, Belen san bernardo ,4985065,3003420000,JAC BARTOLOMÉ,PARTICIPACIÓN Y ENTREGA ,12,8,0,0,9,3,1,ASOBELEN PARTICIPACIÓN CIUDADANA,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,NO MENCIONA ,1,NO MENCIONA ,SEDE PARROQUIA,CL 3 SUR # 7 A,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,1,2,1,1,2,2,2,2,NO,44,87,NO MENSIONA ,8,5,5,5,5,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88, ONSULTA POPULAR DERECHIS DE PETICION TUTELAS ,PARTICIPACIÓN CIUDADANA DERECHOS HUMANOS PP,INDER PP,PP ASICOMUNAL BELEN ,6,4,1,2,2,7,9,14,2,1,2,2,1,VOLANTE Y VOZ A VOZ ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,3,4,1,3,2,1,1,12,4,1,20,40,JACS JAL ,19,PARTICIPACIÓN COMUNITARIA,1,36,REQUISITO TRANSPARENCIA,1,REDES,1,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,1,1,1,1,2,-88,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,NINGUN OTRO,3,2,1,4,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,0,8,3,36,1,-88,2,2
12,2,16,1016017, las mercedes,5067708,3007288049,PCJ,NO TENGO UNA FRASE QUE LA DESCRIBA,60,22,0,48,0,0,2,-88,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,UVA,1,SEDE,SEDE PUJ BELÉN ,CLL 32 # 84 87,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,50,50,NIÑOS ,3,4,4,4,4,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,CARTELERAS VOZ A VOZ ,NADIE INDER ,ASOCOMUNAL ,NINGUNA ,3,1,1,2,2,8,5,7,1,1,2,2,1,NINGUN OTRO,1,2,2,2,1,2,1,2,2,1,1,2,2,-88,-88,-88,-88,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,24,12,2,-88,1,RECREACIÓN,0,NINGUNO,1,30,DAR CUENTAS DE KOS FONDOS ,1,WHATSAPP,2,2,3,3,5,5,5,5,5,3,3,3,3,2,3,3,3,3,-98,-98,-98,-98,-98,5,2,2,1,2,2,2,2,2,2,2,-88,-98,-98,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NINGUN OTRO,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,-88,0,12,4,38,2,-88,3,1
13,2,16,1016010, bele rincón,9999999,3113759822,JAC BELEN RINCÓN,AL SERVICIO DE TODOS ,15,10,0,1,13,1,1,PARTICIPACIÓN CIUDADANA ASOBELN ,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,BIBLIOTECA JAC,1,SEDE SOCIAL,SEDE SOCIAL ASOBELEN RINCON CAPILLA ,ASOCOMUNAL BELÉN ,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,NINGUNO,2,-88,-88,-88,-88,-88,-88,-88,-88,600,120,NO MENCIONA ,3,4,3,3,3,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,EL VOZ A VOZ ,ALCALDÍA SECRETARÍA DE PARTICIPACIÓN MOVILIDAD ,NO RESPONDE,NO RESPONDE ,6,5,1,2,2,1,2,3,2,1,2,2,1,NINGUN OTRO,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,15,1,1,30,30,INFORMACIÓN CAPACITACIÓN,30,INFORMATIVA ,1,120,RENDIR CUENTAS ALA COMUNIDAD ,1,REDES SOCIALES,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,-88,-98,-98,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,-88,0,8,3,59,1,-88,2,2
14,2,60,1060014, San Gabriel La Loma ,9999999,3235313518,JAC SAN GABRIEL ,JUANTA DE ACCION COMUNAL ,14,8,0,2,12,0,1,SEC. PARTICIPACIÓN CIUDADANA,2,-88,-88,-88,-88,-88,-88,1,2,1,2,2,1,2,2,1,1,ESCUELA ,1,CEDE ,"ESCUELA, CEDE COMUNAL, BIBLIOTECA ",CLL 48CC # 120E -138,4,5,4,3,3,5,5,4,5,1,1,1,1,1,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,20,20,ELECCIÓN DIGNATARIOS ,30,5,5,5,5,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,CARTAS ,ALCALDIA Y SECRETARIAS ,"AUDIENCIAS PUBLICAS, CONSEJOS CIUDADANOS ","JAL, ASOCOMUNAL ",6,1,1,5,2,3,10,12,2,1,2,1,1,NINGUN OTRO,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,3,3,2,1,2,3,1,3,2,4,4,4,4,4,4,4,1,14,1,1,6,2,DEBATES Y PROBLEMATICAS,3,DISCUSION TEMAS DIVERSOS,1,19,EVALUARNOS Y CORREGIR,1,AMPLIFICADOR,1,2,5,5,5,3,5,5,5,5,5,5,5,1,5,1,5,5,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,-88,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,4,3,1,5,5,5,5,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,0,0,0,55,1,-88,4,5
15,2,4,1004010, No menciona dirección,5810655,3206989236,JAC CAMPO VALDEZ,ACCIÓN COMUNAL,500,0,0,0,0,0,1,NO RESPONDE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COLEGIO ALFONZO LOPEZ ,1,SEDE SOCIAL ,SEDE SOCIAL COLEGIO ,CLL 81 # 45 94,4,5,4,3,3,5,5,5,5,1,2,1,2,1,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,600,150,ACTIVIDADES FAMILIARES ASAMBLEAS ,30,5,5,4,5,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,ASAMBLEA ,NO RESPONDE ,NO RESPONDE ,NO RESPONDE ,3,4,1,4,2,3,4,11,2,1,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,3,2,1,2,2,2,2,2,3,3,3,3,3,3,3,2,300,100,2,-88,0,NO RESPONDE ,0,NO RESPONDE ,2,-88,-88,-88,NINGUNA ,2,2,5,5,5,3,3,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,1,1,1,1,2,-88,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,NINGUN OTRO,3,3,2,4,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,8,0,0,0,44,1,-88,5,2
16,2,80,1080000, CR 70 50 D Sur 10,2812669,3008244473,JAC VERGEL SUR,COMPROMISO,31,0,0,0,23,8,1,SEDE  PARTICIPACION CIUDADANA,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,UVA,1,SEDES SOCIALES,"UVA,BIBLIOTECA,SEDE SOCIAL",CRA70#50D 10,4,5,5,1,1,4,5,4,5,2,-88,-88,-88,-88,-88,1,1,1,2,2,2,2,2,2,2,1,2,NINGUNO,2,-88,-88,-88,-88,-88,-88,-88,-88,90,90,NINGUNO,20,2,4,5,2,1,8,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,"ACTIVIDAD RECREATIVA,ACTIVIDAD LUDICA","SEDE PARTICIPACION CIUDADANA,SEDE MEDIO AMBIENTE","CONCEJO CORREGIMENTAL DE PLANEACION,AUDIENCIAS PUBLICAS","JAL LIMONAR 2,PROVOMERAL",6,2,2,3,2,1,3,7,1,1,2,2,1,PERIFONEO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,60,16,2,-88,0,NO SABE EL OBJETIVO,0,NINGUNO,2,-88,-88,-88,NO,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,1,2,1,1,2,2,2,2,2,2,2,-88,-98,-98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NINGUN OTRO,4,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,0,0,0,51,3,NO SE,0,15
17,2,12,1012007,CR 44 A 91 42,5821920,3103892703,JAC DANUBIO,LUCHANDO POR LA COMUNIDAD,11,6,0,0,5,6,1,JAC DEL BARRIO,2,-88,-88,-88,-88,-88,-88,1,2,1,2,2,2,2,1,2,1,ESCUELAS COLEGIOS CASAS DE GOBIERNO,1,JAC DEL BARRIO,JUNTA DE ACCION COMUNAL  COLEGIOS,JAC SANTA LUCIA,5,5,5,2,2,5,5,5,5,2,-88,-88,-88,-88,-88,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,10,60,VOTACION PP DIA BLANCO,8,4,3,4,4,1,7,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,VOZ A VOZ,ALCALDIA  SECRETARIAS,AUDIENCIAS PUBLICAS ,JAC Y JAL SANTALUCIA Y LA AMERICA,1,5,4,1,2,3,12,3,1,1,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,1,60,20,2,-88,4,MEJORAR LAS RELACIONES ENTRE LA COMUNIDAD,3,CONTROL SOCIAL CIUDADANO,1,55,PARA QUE LA COMUNIDAD SE ENTERE DE TODO,2,-88,1,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,2,-88,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,1,3,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,0,40,20,67,1,-88,0,0
18,2,12,1012011, CR 87 42 28,5057379,3146556661,JAC SIMON BOLIVAR,TRABAJO EN EQUIPO,16,11,0,1,14,1,1,JAC DEL BARRIO Y LA COORPORACIONVIVIENDA,2,-88,-88,-88,-88,-88,-88,1,2,1,2,1,1,2,2,1,1,VIVIENDA PROPIA  COLEGIOS,1,SALON PARROQUIAL  JAC  DEL BARRIO,SALON PARROQUIAL  CASA PROPIA,SALON PARROQUIAL,5,5,5,3,3,5,5,5,5,2,-88,-88,-88,-88,-88,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,10,209,VOTACION PP INTEGRACION DE LA COMUNIDAD,2,4,3,4,4,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,PERIFONEO VOLANTES,SECRETARIA PARTICIPACION PROTECCION SOCIAL AMBIENTAL,CONCEJOS LOCALES CONCEJOS CIUDADANOS,COLECTIVO DE DERECHOS HUMANOS JAC DE SANTA LUCIA CORMUPAZ,2,3,1,4,2,3,5,9,1,1,2,2,1,NINGUN OTRO,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,21,8,1,32,1,CONSTRUIR ESCUELAS DE FORMACION PARA NIÑOS Y JOVENES,1,SEMILLEROS DISEÑAR UN PLAN DE TRABAJO,1,75,TRANSPARENCIA CONFIANZA SEGURIDAD ,1,VIDEO VID,1,2,5,5,4,5,5,5,1,5,5,5,4,4,4,3,3,5,5,4,4,3,4,3,1,2,2,1,1,1,1,1,1,2,-88,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,1,1,3,3,1,3,4,3,2,2,2,3,2,2,2,3,3,2,2,2,3,2,4,6,32,1,2,43,2,-88,0,0
19,2,9,1009007, CL 29 32 18,2210378,3117138092,JAC CUENCA DE ORIENTE,EFECTIVOS,18,4,3,3,8,4,1,PRESUPUESTO PARTICIPATIVO,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,ESCUELAS PARROQUIAS,1,UNIDADES RESIDENCIALES,ESCUELAS  PARROQUIAS,  ESCUELA ,3,3,3,3,3,3,3,3,3,2,-88,-88,-88,-88,-88,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,90,200,GESTION OBRAS PUBLICAS MEDIO AMBIENTE,3,5,2,5,4,1,6,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,PARROQUIA CARTELES PERIFONEO,ALCALDIA SECRETARIAS CONCEJOS LOCALES,CONCEJOS LOCALES  ,ASOCOMUNAL,3,6,2,4,2,2,3,12,1,1,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,1,1,3,3,3,4,3,2,2,4,3,1,6,6,1,12,5,CULTURA  MEDIO AMBIENTE,10,EDUCACION CULTURA MEDIO AMBIENTE,1,45,TRANSPARENCIA,2,-88,1,2,4,4,5,4,4,5,1,5,4,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,2,2,2,-88,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,2,2,2,3,2,2,2,4,4,2,4,2,3,3,4,4,4,4,4,3,3,2,8,5,2,2,45,1,-88,0,0
20,2,16,1016995, VEREDA aguas frias,2388876,3505776964,"JAC SAN PABLO, AGUA FRIAS",NO TENGO UNA FRASE QUE LA DESCRIBA,280,180,100,60,70,50,1,JAC,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,"JAC, IE MARINA ORT",1,"COLEGIO, SEDESOCIAL","COLEGIO, SEDES",CL 29 C # 110- 269,5,5,5,5,5,5,5,5,5,2,-88,-88,-88,-88,-88,2,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,80,800,DIA BLANCO,1,5,5,5,5,1,8,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,"CARTELERAS, REDES SOCIALES","SECRETARIA DE PARTICIPACIPACION, ALCALDIA",NINGUNA,NINGUNA,3,6,1,2,1,2,3,4,2,1,2,2,2,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,1,1,2,-88,-88,-88,-88,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,100,20,2,-88,0,NO SABE EL OBJETIVO,2,"LIDERAR, IGUALDAD DE OBJETIVOS",1,180,"TRANSPSRENCIA, CREDIBILIDAD, ORGANIZACION",1,"REDES SOCIALES, COMPUTADOR",1,2,4,4,4,4,4,4,2,4,4,4,1,1,1,1,1,1,5,3,2,1,1,2,2,2,2,2,2,1,1,1,1,2,-88,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,NINGUN OTRO,2,2,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,0,100,0,23,1,-88,2,2
21,2,1,1001001,CL 107 33 52,2927635,3136589389,JAC SANTO  DOMINGO,PARTICIPACION,11,6,0,2,9,0,1,ASOCOMUNAL Y PRESUPUESTO PARTICIPATIVOESCUEL,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,ESCUELAS COLEGIOS PARQUES  BIBLIOTECAS,1,JAC DEL BARRIO,JAC DEL BARRIO   BIBLIOTECAS  ESCUELAS,CL 107B N 33A  19,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,7,200,FIESTAS NAVIDEÑAS    Y DE CUMPLEAÑOS,20,1,2,4,4,1,8,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,POR CONVOCATORIAS,SALUD   CONCEJO  ALCALDIA,CABILDOS  CONCEJOS LOCALES   AUDIENCIAS PUBLICAS,UNIVERSIDAD DE ANTIOQUIA SENA,2,6,4,2,2,3,7,5,2,1,2,2,1,NINGUN OTRO,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,1,3,1,3,3,3,3,1,15,4,1,15,5,PARTICIPACION Y EVENTOS,5,FORTALECIMIENTO,1,40,INFORMAR,1,CARTELES VOZ A VOZ,1,2,1,1,3,3,2,5,3,3,3,3,5,3,4,4,3,3,4,3,3,3,3,2,2,1,2,1,2,1,1,1,1,2,-88,1,1,3,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,NINGUN OTRO,2,4,5,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,8,0,8,0,45,1,-88,1,0
22,2,1,1001001, CL 107 B 33 A 41,5293037,3183144530,JAC SANTO DOMINGO,FORTALECIMIENTO SOCIAL,11,6,0,2,7,2,1,ASOCOMUNAL Y PRESUPUESTO PARTICIPATIVOESCUEL,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,ESCUELAS COLEGIOS  BIBLIOTECAS,1,JAC DEL BARRIO,JAC DEL BARRIO  PARQUES BIBLIOTECAS,CL 107B N33A 19,5,5,5,1,1,5,5,4,5,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,NINGUNO,2,-88,-88,-88,-88,-88,-88,-88,-88,7,200,FIESTAS NAVIDEÑAS  ,20,1,2,4,4,1,2,1,1,1,1,1,1,1,1,1,NO HAY OTRAS CAUSAS DE CONFLICTO,CONVOCATORIAS,SECRETARIA DE SALUD ALCALDIA CONCEJOS,CONCEJOS CIUDADANOS LOCALES ,UNIVERSIDAD DE ANTIOQUIA SENA CASA DE CULTURA,3,6,4,5,2,3,7,9,2,1,2,2,1,NINGUN OTRO,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,3,2,3,2,2,2,2,1,3,2,1,2,2,3,2,15,4,1,15,5,PARTICIPACION Y EVENTOD,5,FORTALECIMIENTO,1,40,INFORMAR GESTIONAR,1,MEGAFONO CARTELES VOZ A VOZ,1,2,1,1,4,3,3,5,3,3,2,2,5,3,4,4,4,4,3,3,4,4,4,3,2,1,2,1,1,1,1,1,1,2,-88,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NINGUN OTRO,2,3,3,3,1,2,2,3,4,2,3,4,4,3,4,3,4,4,4,4,4,4,6,8,8,5,3,45,1,-88,0,0
23,2,90,1090011, cedezo santa elena,9999999,9999999999,DELICIAS DE ARVI,NO TENGO UNA FRASE QUE LA DESCRIBA,54,28,0,54,0,0,1,"ALCALDIA , CEDEZO",2,-88,-88,-88,-88,-88,-88,1,2,1,2,1,2,2,2,2,1,O,1,O,"PLAZA MAYOR , CEDEZO, VEREDA",CEDEZO SANTA ELENA,5,5,5,5,5,5,5,5,5,1,2,1,2,2,2,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,54,54,"ECONOMICO , ORGANIZACION",1,5,5,5,5,1,8,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,SE ORGANIZA EN EQUIPO Y SALEN ACCIONES,ALCALDIA,nO,CEDEZA,1,4,1,3,2,11,10,14,1,2,2,2,1,O,2,1,2,1,1,2,2,2,2,1,1,1,2,-88,-88,-88,-88,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,2,-88,0,"ECONOMICO, ORGANIZACION",1,ECONOMICO,1,20,TRANSPARENCIA D LOS PROCESOS,2,-88,1,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,2,2,2,2,1,2,2,2,2,2,-88,-98,-98,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NO BUSCA ESA INFORMACIÓN,4,4,5,5,5,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,-88,0,0,0,60,1,-88,0,0
24,2,2,1002002, CR 51 A 100 68,5234600,9999999999,JAC PLAYON,SI ANIMO DEMLUCRO,520,320,50,25,70,99,1,ENTES GUBERNAMENTALES,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,NO,1,NO,"CDS SANTA CRUZ, UNIDAD HOSPITALARIA, PARROQUIA",CAMPO ABIERTO,5,5,5,5,5,5,5,5,5,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,NINGUNO,1,2,2,1,2,2,2,2,O,120,1000,"AMBIENTE, VEHICULOS EN VIA",10,5,5,5,5,1,6,1,1,1,1,2,2,1,1,2,NO HAY OTRAS CAUSAS DE CONFLICTO,DERWCHIS DE PETICION,"SALUD, PP, GOBIERNO",CONSEJOS LOCALES,"tALENTOS, DISCAPACIDAD, ",1,3,1,2,2,4,3,9,2,1,2,2,1,O,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,1,10,0,1,5,0,VARIOS,6,CULTURA,1,280,TRASPARENCIA EN LOS PROCESOS COMUNALES,1,"AVISOS PARROQUIALES, EL VOZ A VOZ",1,2,1,2,2,2,2,3,1,1,2,2,1,3,3,3,1,2,1,3,3,2,3,1,2,2,2,2,1,1,1,1,1,2,-88,2,3,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,NO BUSCA ESA INFORMACIÓN,3,3,1,1,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,1500,57,525,57,2,-88,3,2
25,2,6,1006003, CR 76 A 90 11,5830855,3113785631,SIN FRONTERAS,NO TENGO UNA FRASE QUE LA DESCRIBA,4,3,0,0,0,4,1,JAC,2,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,1,COLEGIO,1,A COMUNAL,ACCIÓN COMUNAL ,JAC,3,5,5,5,5,5,5,5,5,2,-88,-88,-88,-88,-88,1,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,1,-88,2,-88,-88,-88,-88,-88,-88,-88,-88,50,100,INTEGRACIÓN,6,5,5,5,5,1,5,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,TALLERES DE FORMACIÓN,ALCALDIA ,CONSEJO LOCALES,LA ACCIÓN COMUNAL,6,3,5,1,1,2,5,13,1,1,2,2,2,NINGUN OTRO,2,2,2,1,1,2,2,2,2,1,2,1,2,-88,-88,-88,-88,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,1,2,4,2,-88,4,CULTURAL,0,NINGUNO,2,-88,-88,-88,NO,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,1,2,2,2,-88,3,3,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,NINGUN OTRO,4,3,5,4,3,5,3,5,3,2,2,4,1,2,4,3,1,4,3,4,4,4,6,7,3,4,1,33,2,-88,1,1
