orgMiembros;orgFreq;orgProcesos;filtro;anuncio;S_1;O_4;O_91;O_91_other;O_5;O_46;O_47;O_7_1;O_7_2;O_7_3;O_7_4;O_7_5;O_88;O_88_other;O_87;O_89;O_90;O_8;O_9_1;O_9_2;O_9_3;O_9_4;O_9_5;O_9_6;O_9_7;O_9_other;O_11_1;O_11_2;O_11_3;O_11_4;O_11_5;O_11_6;O_11_7;O_11_8;O_11_9;O_12;O_13;O_17_1;O_17_2;O_17_3;O_17_4;O_17_5;O_17_8;O_17_7;O_18;O_19_1;O_19_2;O_19_3;O_19_4;O_19_5;O_19_6;O_19_7;O_19_8;O_19_9;O_20_1;O_20_2;O_20_3;O_20_4;O_20_5;O_20_6;O_20_7;O_20_other;O_25_1;O_25_2;O_25_3;O_25_4;O_25_5;O_22;O_23;O_23_other;O_34_1;O_34_2;O_34_3;O_34_4;O_34_5;O_60_6;O_60_7;O_60_10;O_66_1;O_66_2;O_66_3;O_66_4;O_66_5;O_66_6;O_66_7;O_66_other;O_67;O_68;O_69;O_70;O_71;O_72_1;O_72_2;O_72_3;O_72_4;O_72_5;O_72_6;O_72_7;O_72_8;O_72_other;O_10_1;O_10_2;O_10_3;O_10_4;O_10_5;O_10_6;O_16_1;O_16_2;O_16_3;O_16_4;O_16_5;O_16_6;O_16_7;O_16_8;O_16_9;O_26_1;O_26_2;O_26_4;O_26_5;O_26_6;O_26_7;O_26_3;O_26_9;O_92_1;O_92_2;O_92_4;O_92_5;O_92_6;O_92_7;O_92_3;O_92_9;O_28_1;O_28_2;O_28_3;O_28_4;O_28_5;O_28_6;O_28_7;O_28_other;O_36;O_36_other;O_37_1;O_37_2;O_37_3;O_37_4;O_37_5;O_38_1;O_38_2;O_38_3;O_38_4;O_38_5;O_38_6;O_38_7;O_38_8;O_38_9;O_44_1;O_44_2;O_44_3;O_44_4;O_44_5;O_44_6;O_44_7;O_44_8;O_44_9;O_44_10;O_48;O_49;O_24;O_50;O_52;O_54;O_55;O_58;O_59;O_64;O_65;O_75;O_76;O_77;O_78;O_79;O_80;O_81_1;O_81_2;O_81_3;O_81_4;O_81_5;O_81_6;O_81_7;O_82_1;O_82_2;O_82_3;O_82_4;O_82_5;O_82_6;O_82_7;O_41;O_45;O_40;O_61_1;O_61_2;O_61_3;O_61_4;O_61_5;O_62_1;O_62_2;O_62_3;O_62_4;O_62_5;O_62_6;O_74;O_93_1;O_93_2;O_93_3;O_93_4;O_93_5;O_93_6;comuna;zona;group_age;IPCM
Sí;Sí;Sí;3;N/A;16-BELÉN;GIMNASIA, DEPORTE ADULTO MAYOR;Adulto mayor;N/A;150;100;25;0;0;0;20;130;Mujer;N/A;67;Sí;6;Sí;No;Sí;Sí;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;En desacuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;15;Promoción o defensa derechos de salud;N/A;No;No;No;No;No;Neutral;Desconfía;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;Por medio de la JAC;No;No;No;No;No;No;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;Adulto mayor;No;Sí;No;No;No;No;No;No;No;Sí;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Nunca;Nunca;Muy pocas veces;Autoritario;Manipulador;Excluyente;Dictatorial;Proactivo;Apático;Autosuficiente;Democrático;Manipulador;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;No;Neutral;Equitativo;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;;Neutral;No ha realizado derechos de petición;No;No;No;No;Sí;No;belen;Suroccidental;55 +;0.617041712679476
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;cariño y ayuda mutua;Adulto mayor;N/A;45;70;47;0;0;0;4;44;Mujer;N/A;69;Sí;7;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;47;Promoción o defensa derechos de mujeres;N/A;No;No;No;No;No;Desconfía;Desconfía;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;Sí;No;No;No;No;Algo dispuesto;Algo dispuesto;Algo dispuesto;Es indiferente;Es indiferente;Algo dispuesto;Algo dispuesto;Algo dispuesto;Es indiferente;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Las mujeres;N/A;No;No;No;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;4;0;4;No;0;Nunca;Nunca;Sí;No;Nunca;Nunca;Muy pocas veces;Muy pocas veces;Casi siempre;Algunas veces;Muy democrático;Condescendiente;Muy inclusivo;Muy consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Muy condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;No sabe, no responde;Sí, bajo;Neutral;Equitativo;Neutral;Equitativo;Neutral;Neutral;Neutral;Neutral;Equitativo;Equitativo;Neutral;Satisfecho (sensación percibida coincide con las expectativas);No;No;Sí;No;No;Sí;doce de octubre;Noroccidental;55 +;0.637210758534213
Sí;Sí;Sí;3;N/A;9-BUENOS AIRES;Un pueblo que no ame y defienda su folclor es un pueblo  sin pasado, sin historia y sin identidad;Cultura, arte y patrimonio;N/A;60;8;8;30;0;2;15;13;Hombre;N/A;79;Sí;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;100;Otro;Visibilización del adulto mayor;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;Convocatorias;No consulta;No consulta;No;No consulta;No se publica información;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Para nada dispuesto;Para nada dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;N/A;Otro;Poblacion Heterogenea;No;Sí;No;No;Sí;No;No;Sí;No;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;2;2;0;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Empeorado;No;Inequitativo;Inequitativo;Inequitativo;Inequitativo;Inequitativo;Inequitativo;;Neutral;Neutral;Neutral;Inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;buenos aires;Centro oriental;55 +;0.681199093381409
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;mejor calidad de vidad adulto mator;Adulto mayor;N/A;180;10;15;0;0;0;15;140;Mujer;N/A;78;Sí;7;Sí;Sí;No;No;No;No;No;No;N/A;No;No;No;Sí;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;80;Promoción o defensa derechos de salud;N/A;Sí;No;No;No;No;Desconfía;Confía;Confía;No;No;No;No;No;No;No;N/A;No consulta;No consulta;Si;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;Adulto mayor;No;No;No;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;30;4;0;2;Sí;20;Algunas veces;Muy pocas veces;No;No;Algunas veces;Casi siempre;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Democrático;Muy condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;No sabe, no responde;Sí, alto;Neutral;Totalmente inequitativo;Totalmente equitativo;Neutral;Totalmente equitativo;Totalmente equitativo;;Neutral;;;;No ha realizado derechos de petición;Sí;Sí;Sí;Sí;Sí;Sí;doce de octubre;Noroccidental;55 +;0.584221265994873
Sí;Sí;Sí;3;N/A;4-ARANJUEZ;Integración para el bien físico y mental del adulto mayor;Adulto mayor;N/A;150;25;20;0;0;0;62;88;Mujer;N/A;63;Sí;7;Sí;No;Sí;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;19;Promoción o defensa derechos de salud;N/A;No;No;No;No;No;Confía;Neutral;Neutral;No;No;No;Sí;No;No;Sí;N/A;Siempre;Casi siempre;Mas o menos;Clara y comprensible;Clara y comprensible;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Poco dispuesto;Poco dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Sí;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;N/A;Ninguno;N/A;No;Sí;No;No;No;No;No;Sí;No;No;No;No;Sí;No;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;42;No;0;Casi siempre;Muy pocas veces;No;No;Casi siempre;Nunca;Nunca;Nunca;Nunca;Casi siempre;Autoritario;Condescendiente;Inclusivo;Consultivo;Muy proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Pasivo;Cooperativo;Delegativo;Negativa;Mejorado;Sí, medio;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;;;;;;;No ha realizado derechos de petición;No;No;No;Sí;No;No;aranjuez;Nororiental;55 +;0.556230552856953
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Cultura;Cultura, arte y patrimonio;N/A;20;0;0;0;0;7;13;0;Mujer;N/A;34;Sí;4;Sí;Sí;Sí;No;Sí;No;No;No;N/A;Sí;Sí;No;Sí;No;No;Sí;Sí;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;De acuerdo;50;Otro;Cultura;Sí;No;Sí;No;No;Neutral;Neutral;Confía;Sí;No;No;Sí;No;No;Sí;N/A;Casi siempre;Casi siempre;Mas o menos;De utilidad para el trabajo en la comuna;Clara y comprensible;Sí;Sí;No;Sí;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;Población en general;Sí;Sí;Sí;No;Sí;No;No;No;Sí;Sí;No;Sí;Sí;No;No sabe;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;20;0;Sí;120;Casi siempre;Nunca;No;No;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Muy cooperativo;Autosuficiente;Democrático;Muy condescendiente;Inclusivo;Consultivo;Pasivo;Cooperativo;Autosuficiente;Positiva;Mejorado;Sí, medio;Neutral;Inequitativo;Equitativo;Neutral;Neutral;Neutral;Inequitativo;Inequitativo;Neutral;Neutral;Neutral;No ha realizado derechos de petición;Sí;Sí;No;Sí;Sí;Sí;doce de octubre;Noroccidental;29 - 54;0.468971406740242
Sí;Sí;Sí;3;N/A;16-BELÉN;CORPORACIÓN DE ARTES, FORMACIÓN Y PROYECTOS ARTÍSTICOS Y CULTURALES;Cultura, arte y patrimonio;N/A;15;6;1;40;10;10;15;1;Mujer;N/A;40;Sí;2;Sí;Sí;Sí;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;En desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;100;Otro;Eventos culturales;No;No;No;Sí;No;Desconfía totalmente;Desconfía totalmente;Neutral;No;No;No;No;No;No;Sí;Estímulos para arte y cultura.;No consulta;Casi siempre;Mas o menos;De fácil acceso;De fácil acceso;Sí;Sí;Sí;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Es indiferente;Algo dispuesto;Poco dispuesto;Totalmente dispuesto;Algo dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos de desarrollo local;N/A;No;Sí;No;No;Sí;No;No;No;Sí;Sí;No;No;No;No;No sabe;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No;N/A;4;2;7;No;15;Casi siempre;Nunca;No;No;Muy pocas veces;Siempre;Siempre;Muy pocas veces;Algunas veces;Siempre;Muy autoritario;Muy manipulador;Muy excluyente;Muy dictatorial;Muy pasivo;Muy apático;Autosuficiente;Democrático;Condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Autosuficiente;Positiva;Mejorado;Sí, alto;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Neutral;;Totalmente inequitativo;Neutral;;Neutral;Insatisfecho (sensación percibida no alcanza las expectativas);No;Sí;Sí;Sí;Sí;Sí;belen;Suroccidental;29 - 54;0.531815337503838
Sí;Sí;Sí;3;N/A;8-VILLA HERMOSA;Participación, solidaridad , convivencia, respeto, comunicación, cultura, confianza;Niñez e infancia;N/A;89;3;0;0;0;2;5;7;Mujer;N/A;68;Sí;1;Sí;Sí;Sí;No;Sí;Sí;Sí;Sí;N/A;Sí;No;Sí;Sí;Sí;Sí;Sí;No;No;Sí;Sí;Sí;No;No;No;No;Sí;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;N/A;Totalmente en desacuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;30;Promoción o defensa derechos de salud;N/A;Sí;No;No;No;No;Confía;Desconfía;Desconfía;No;No;No;Sí;No;No;Sí;N/A;Algunas veces;Algunas veces;No;No consulta;De utilidad para el trabajo en la comuna;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;N/A;Grupos etarios;N/A;No;Sí;No;No;Sí;No;No;No;No;Sí;No;No;No;No;No los hemos usado;Ninguna incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Bastante incidencia o efectividad;Poca incidencia o efectividad;No los hemos usado;No;N/A;4;15;0;No;0;Muy pocas veces;Nunca;No;No;Siempre;Algunas veces;Casi siempre;Casi siempre;Casi siempre;Siempre;Muy democrático;Manipulador;Excluyente;Muy dictatorial;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Excluyente;Consultivo;Proactivo;Cooperativo;Delegativo;Negativa;Empeorado;Sí, medio;Totalmente inequitativo;Totalmente inequitativo;Neutral;Equitativo;Neutral;Inequitativo;;;Neutral;Inequitativo;Inequitativo;Satisfecho (sensación percibida coincide con las expectativas);Sí;Sí;Sí;Sí;Sí;Sí;villa hermosa;Centro oriental;55 +;0.523244490029957
Sí;Sí;Sí;3;N/A;15-GUAYABAL;Mesa Ambiental Comuna 15 es una instancia de participación ciudadana, comunitaria integrada por diferentes actores y sectores, tanto institucionales, privados, interdisciplinarios y la base de la comunidad.;Ecológico o ambiental;N/A;40;15;10;0;2;5;10;5;Hombre;N/A;71;Sí;7;Sí;Sí;No;No;No;No;No;No;Nutresa;Sí;Sí;Sí;No;Sí;No;No;No;No;Sí;Sí;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;30;Promoción o defensa derechos de ambiente;N/A;Sí;No;No;Sí;No;Confía;Desconfía;Confía;No;No;No;Sí;Sí;No;Sí;N/A;Siempre;Casi siempre;Mas o menos;De utilidad para el trabajo en la comuna;De utilidad para el trabajo en la comuna;No;No;No;Sí;Sí;No;No;No;N/A;No;Sí;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;Sí;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;Sí;No;Sí;Sí;Sí;N/A;Grupos ambientales;N/A;Sí;Sí;Sí;Sí;No;No;Sí;Sí;Sí;Sí;No;Sí;Sí;Sí;Poca incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;Bastante incidencia o efectividad;No los hemos usado;Bastante incidencia o efectividad;No sabe;No los hemos usado;Sí;35;1;20;22;Sí;40;Casi siempre;Siempre;No;No;Siempre;Algunas veces;Algunas veces;Siempre;Casi siempre;Casi siempre;Autoritario;Muy manipulador;Excluyente;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Delegativo;Positiva;Mejorado;Sí, alto;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Satisfecho (sensación percibida coincide con las expectativas);Sí;Sí;Sí;Sí;Sí;Sí;guayabal;Suroccidental;55 +;0.300199893040165
Sí;Sí;Sí;3;N/A;8-VILLA HERMOSA;Trabajamos por los derechos de las personas con discapacidad y sus cuidadores;Población con discapacidad;N/A;18;8;0;0;0;1;16;1;Mujer;N/A;60;Sí;1;Sí;No;Sí;No;No;No;No;No;N/A;No;Sí;Sí;No;Sí;No;Sí;No;Sí;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;35;Otro;Inclusión de los jovenes con discapacidad  en educación, emprendimientos y accesabilidad;Sí;No;No;Sí;No;Confía;Confía;Confía;No;No;No;No;No;No;No;Temas relacionados con discapacidad;No consulta;No consulta;No;No se publica información;Clara y comprensible;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;Sí;No;No;No;No;No;No;No;No;Sí;No;No;Sí;Sí;No;No;No;No;No;N/A;Personas con discapacidad;N/A;No;Sí;No;No;Sí;No;No;Sí;No;Sí;No;Sí;No;No;Bastante incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;No los hemos usado;Poca incidencia o efectividad;Ninguna incidencia o efectividad;No los hemos usado;Poca incidencia o efectividad;Poca incidencia o efectividad;No los hemos usado;Sí;13;8;23;8;Sí;40;Casi siempre;Casi siempre;No;No;Siempre;Algunas veces;Algunas veces;Siempre;Algunas veces;Siempre;Muy democrático;Manipulador;Inclusivo;Consultivo;Proactivo;Cooperativo;Autosuficiente;Democrático;Manipulador;Inclusivo;Consultivo;Proactivo;Cooperativo;Autosuficiente;Positiva;Mejorado;Sí, alto;Equitativo;Inequitativo;Equitativo;Equitativo;Neutral;Neutral;;Neutral;Neutral;Neutral;Equitativo;Insatisfecho (sensación percibida no alcanza las expectativas);Sí;Sí;Sí;Sí;Sí;Sí;villa hermosa;Centro oriental;55 +;0.623330876263041
Sí;Sí;Sí;3;N/A;16-BELÉN;ACOMPAÑAMIENTO A NIÑOS Y JÓVENES CAMPESINOS, A POBLACIÓN CAMPESINA;Otro;Población campesina;4362;2223;2139;1442;2850;0;0;0;Hombre;N/A;52;Sí;2;Sí;No;No;No;No;Sí;No;No;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;24;Otro;Incidencia política en los territorios;No;Sí;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Algunas veces;Algunas veces;Mas o menos;No se publica información;No se publica información;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Es indiferente;Totalmente dispuesto;Es indiferente;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Otro;Campesinos, indígenas, LGBTI, afros. Son incluyentes en los territorios;No;No;No;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Poca incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;Poca incidencia o efectividad;No los hemos usado;No sabe;Poca incidencia o efectividad;Poca incidencia o efectividad;No;N/A;3;6;0;No;0;Algunas veces;Muy pocas veces;No;No;Muy pocas veces;Algunas veces;Algunas veces;Nunca;Muy pocas veces;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Autoritario;Condescendiente;Inclusivo;Consultivo;Pasivo;Cooperativo;Muy autosuficiente;Negativa;No sabe, no responde;Sí, medio;Neutral;Totalmente inequitativo;Equitativo;Neutral;Neutral;;;;;;;No ha realizado derechos de petición;No;No;No;No;No;No;belen;Suroccidental;29 - 54;0.521373326528536
Sí;Sí;Sí;3;N/A;8-VILLA HERMOSA;Me cuido para cuidarte;Otro;Cuidadores;50;30;0;0;0;20;25;5;Otro;N/A;60;Sí;1;Sí;Sí;Sí;No;No;No;No;No;postulación a consejeros comunales;Sí;Sí;No;Sí;Sí;Sí;No;Sí;Sí;Sí;Sí;Sí;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;45;Promoción o defensa derechos de mujeres;N/A;Sí;No;No;Sí;No;Confía;Confía;Confía;Sí;No;No;No;No;Sí;No;N/A;Algunas veces;Algunas veces;Si;De fácil acceso;Amplia y suficiente;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;N/A;Sí;No;Sí;Sí;No;Sí;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Por los informes en la rendición de cuentas ( no lo comparten Secretaria de Educación);Otro;Cuidadores;No;No;No;No;Sí;No;No;No;Sí;Sí;No;No;Sí;No;Bastante incidencia o efectividad;Bastante incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;22;15;4;12;Sí;50;Siempre;Nunca;No;No;Siempre;Muy pocas veces;Muy pocas veces;Siempre;Algunas veces;Casi siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Muy democrático;Muy condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Positiva;Permanecen igual;Sí, alto;Equitativo;Neutral;Equitativo;Equitativo;Neutral;Equitativo;Neutral;Neutral;Equitativo;Equitativo;Neutral;No ha realizado derechos de petición;Sí;Sí;Sí;Sí;Sí;Sí;villa hermosa;Centro oriental;55 +;0.428408339525932
